"user_id","user_name","sz_df_id","boottime","app_version","phone_brand","phone_model","os","os_version","days_since_last_login","bssid","event_time","is_acc_service_on","is_adb_service_on","is_app_debuggable","is_app_multi_open_app","is_app_multi_open_system","is_app_multi_open_system_vmos","is_auto_framework","is_black_rom","is_boottime_modified","is_boottime_tooshort","is_change_idfv","is_change_uuid","is_cheating_plugin","is_cinfo_lost","is_cloud_phone","is_danger_env","is_debug","is_debug_mode","is_debugging","is_df_length_long","is_dobby_inlinehook","is_emulator","is_encrypt_failed","is_fake_android_so","is_fake_deviceinfo","is_fake_df","is_fake_identity","is_fake_protocol","is_fake_ua","is_gps_modified","is_http_proxy","is_illegal_imei","is_incognito_mode","is_info_not_match_rom","is_inline_hook","is_install_few_apps","is_install_few_apps_by_user","is_jailbreak","is_java_hook","is_native_hook","is_new_24_deviceid","is_new_deviceid","is_newdevice_haverisk","is_no_deviceid_match","is_no_deviceinfo","is_ochook","is_opensource_rom","is_plt_hook","is_repack","is_resume","is_resume_install_short","is_risk_app_install_automation","is_risk_app_install_cheatingapp","is_risk_app_install_cloud_phone","is_risk_app_install_fake_gps","is_risk_app_install_hook","is_risk_app_install_multi_open","is_risk_app_install_other","is_risk_app_install_root","is_risk_app_install_vpn","is_risk_app_running_automation","is_risk_app_running_cheatingapp","is_risk_app_running_fakegps","is_risk_app_running_roothide","is_root","is_running_magisk","is_sim_not_ready","is_status_code_collect_fail","is_status_code_dex_fail","is_status_code_report_fail","is_status_code_so_fail","is_suspicious_so","is_system_debuggable","is_system_multi_open_app","is_test_rom","is_used_few_storage","is_vpn","is_webdriver","is_wrong_pkg_name"
744756744,"","'1513070159931253052",1649665168782.0,"2.85.32","infinix mobility limited","infinix x657b","android","30","","","2022-04-11 20:37:27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738370905,"","'1510749913114358818",1649405262563.0,"2.80.14","samsung","sm-a300fu","android","30","","02:00:00:00:00:00","2022-04-10 19:41:23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
740902604,"","'1511729922030442192",1649256938391.0,"2.78.20","realme","rmx3231","android","30","","","2022-04-10 21:11:56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
744278430,"","'1513211080080640229",1649676424448.0,"2.85.32","oppo","cph1729","android","25","","","2022-04-11 22:29:37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743014926,"","'1512694732917685551",1649488973554.0,"2.81.4","samsung","sm-t970","android","30","","","2022-04-09 19:07:37",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743853048,"","'1513057477924614198",1649678857523.0,"2.81.4","asus","asus_i006d","android","30","","02:00:00:00:00:00","2022-04-11 19:15:43",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742620046,"","'1512915164371737785",0.0,"","","","","","","","2022-04-11 04:40:31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707296447,"","'1499966074999855673",1648784276510.0,"2.84.10","samsung","sm-a127f","android","30","","78:98:e8:da:f1:aa","2022-04-11 22:40:55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741374632,"","'1511963296215596191",1649403574063.0,"2.85.32","google","pixel 5","android","30","","","2022-04-08 14:41:38",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727443629,"","'1510257831195824518",1648947608993.0,"2.85.32","xiaomi","m2006c3mg","android","29","","","2022-04-11 20:59:24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709107493,"","'1501704231463535248",1649417640.0,"2.85.27","apple","iphone12,1","ios","15.2","","","2022-04-09 12:08:03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742212360,"","'1505323090551703314",1649494711101.0,"2.85.32","samsung","sm-a505f","android","30",1.0,"38:3b:66:54:50:21","2022-04-09 17:51:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744800243,"","'1423285968355889448",1647947318224.0,"2.85.32","vivo","vivo 1915","android","30","","02:00:00:00:00:00","2022-04-11 19:12:13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741618718,"","'1512060652776151927",1649627668412.0,"2.85.32","huawei","mar-lx2","android","29","","0a:5f:1d:3e:6e:df","2022-04-11 17:45:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744259732,"","'1433726799095481092",1648467883253.0,"2.85.32","xiaomi","m2006c3mg","android","29","","","2022-04-11 23:28:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742140570,"","'1512884120179452462",1649534208421.0,"2.81.4","oppo","cph2135","android","30","","00:0a:f5:c7:3a:e4","2022-04-10 04:29:49",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743191691,"","'1512770039637478203",1648741630158.0,"2.85.32","xiaomi","m2006c3lg","android","29","","","2022-04-09 20:55:17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740074180,"","'1511385415559423906",1649671510375.0,"2.81.4","fairphone","fp2","android","30","","02:00:00:00:00:00","2022-04-11 17:14:25",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
740517340,"","'1511602199038407736",1649228546331.0,"2.85.32","samsung","sm-g530h","android","21","","00:00:00:00:00:00","2022-04-11 15:27:02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740979943,"","'1511764164714036895",1649276054237.0,"2.85.32","samsung","sm-j400f","android","26","","28:ff:3e:ec:13:7e","2022-04-07 13:52:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739201610,"","'1511017800101517562",1649624519005.0,"2.80.14","samsung","sm-a300fu","android","30","","","2022-04-11 04:17:26",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703162162,"","'1498574032797226014",1649508167260.0,"2.85.32","xiaomi","poco x3 nfc","android","30","","68:d7:9a:1d:9a:d3","2022-04-10 18:05:44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744869783,"","'1513458647913609214",1649366908468.0,"2.85.32","asus","asus_i005d","android","30","","92:da:36:79:8e:c2","2022-04-11 17:20:03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743318039,"","'1512812115286372900",1649516380715.0,"2.81.4","asus","zs661ks","android","30","","02:00:00:00:00:00","2022-04-09 22:23:28",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743017682,"","'1495768923253767342",1649438172747.0,"2.85.32","samsung","sm-m127f","android","30","","7a:01:9d:f3:b2:a1","2022-04-11 22:45:37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704271997,"","'1498938552466919876",1649631168083.0,"2.84.7","realme","rmx1941","android","28","","","2022-04-11 10:41:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743256956,"","'1512719572968497597",1649492465672.0,"2.85.32","samsung","sm-t736b","android","31","","02:00:00:00:00:00","2022-04-11 19:49:08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742328459,"","'1512385275795432633",1649496183227.0,"2.85.32","vivo","v2038","android","30","","02:00:00:00:00:00","2022-04-11 16:16:47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744804824,"","'1409768196672850949",1649665354373.0,"2.85.20","oppo","cph2083","android","9","","72:22:5a:72:a2:2c","2022-04-11 22:02:29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740151682,"","'1462175548590586831",1649567217893.0,"2.85.32","realme","rmx1911","android","29","","","2022-04-11 12:47:14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743858167,"","'1511956606000166045",1648903713138.0,"2.85.32","xiaomi","redmi 5 plus","android","27","","0e:c3:54:a0:06:67","2022-04-11 23:29:49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
743157803,"","'1512758378985543552",1649258340.0,"2.85.27","apple","iphone11,2","ios","15.4","","","2022-04-11 09:45:24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
